text,label
20G,4
相对论,6
币已投赞已点,2
正义降临,2
林肯公园,2
动森里,5
最喜欢超好喝,5
打牌是吧,1
高斯第二名,2
面膜nice,4
我马神,2
兩桶能夠嗎,5
318,6
我喜欢小蓝,1
你逗买些啥,4
这是武汉,4
加速区up,4
匠三连,4
将军笑死我了,2
哇可以可以,4
牛啊幻哥,2
生化环材不服,1
电脑天才庄颜,1
坏了小香螺们,5
这良心了,2
好的我打算一,4
好像八月瓜,5
前方预言家,2
市销哭泣,1
枪战呢,5
nove3,2
打不出,2
被动护盾呢,2
su27,3
打响指好帅喔,2
希岛爱理,4
我承包空屏啦,5
英语课,2
失败了呀,3
删温控,3
挤满满的,5
无效宽油,5
开始哈人了,4
浪漫主义,6
这小多,4
海南粉,4
兄弟萌冲,5
求上海快开,4
当地的育人,4
回收片头,4
还有抠头皮屑,4
你是鼓,2
长得像任敏,2
239,3
matebook14s,3
迪迦你还好吗,4
分得清,6
有明侦内味了,2
冰真的恶心,2
藕粉藕粉,2
sos,6
iwatch,3
叫华强,2
免费送必中,2
是长发的耶,2
日刑仿膳,5
习惯了习惯了,1
空耳大个,2
很不能理解,1
洗车场,4
xboxserises,3
我超别,6
红伞伞白杆杆,6
csol,2
创造消费需求,4
没羊肉串,5
兄弟们,6
棕娘子,5
cc是女生,2
芋圆嘛,5
预言家实锤,2
woc大片,2
烤猪哎,1
真无聊啊,2
五十岁,6
我中了,2
王氏一点,5
时长好赞,5
离谱u,1
一一对应,1
leo,2
长宁来福士,5
星座吧,2
表白甜甜姐夫,4
肠胃不好,5
葫芦岛吧,4
K40yyds,3
一阶后,2
鸡肋功能,3
神枪手,1
止泻药一袋,5
苹果勾引一下,2
有芋头苗耶,4
mctr,2
黄面烤肉,5
胎气盛,5
没必要真的,4
隐藏R,2
别偏题了,2
你竟然觉得齁,5
催生出,1
这个也敢吃,5
海皇被隔离了,4
8plus,3
八卦的气息,2
玩蛇呢,2
咋抽啊,2
赵云皮肤,4
垃圾车好家伙,4
但是原神有啊,2
看不太懂,5
开挂的加一,2
来做点手脚,5
整段减掉,5
人不欠,2
这个要加钱,4
四处张望,4
爷爷完了完了,4
飞什么级,2
小女警,1
青山老贼,1
yeeeeeeeeeeeeeeeeeeeeeeeeeee,2
噢噢噢哦哦,6
大型科普现场,1
三秒真男人,2
绝对不会,3
有山狂喜,3
变啊tnnd,5
特特哟,2
小釿瘀,4
核弹这么强,1
古神预订,4
价格一样,3
有龙之谷马,2
超纲了鸭,2
门外汉,6
人可真,4
屑魔女,2
车仔兰8,2
恶役骑士,1
nm地听是吧,2
必中好运连连,3
我孩怕,2
这tm24,4
恒河老冰,5
我们五块,5
侄女胖了,5
油价在涨呀喂,4
龙瞎自助,5
这是玫红色不,2
源氏在此,2
破产版佛跳墙,5
演艺事业,5
大家一起开摆,2
有刀子,2
Coco,5
又是地锅鸡,5
可恶的屑狐狸,1
皮套皮套皮套,1
每句话,4
玉林牛腩粉,4
开始污染池水,4
水潦lao,2
我最爱的游戏,2
你骂谁呢,6
桂林没得,4
正在进入远港,5
过雪起,5
11w加了,2
加油刚,5
劲仔小鱼干,4
礼貌尸体你吗,2
不愧是你豆腐,2
请一定要来呀,1
当地邦主,4
俄罗斯你看看,4
出精英皮,2
这味太冲了,1
雪妈赚,1
不对的味道,5
猴哥开,4
有没有coc,3
想买同款碗,5
所剩无几,2
当自家恩啊,4
磕箭术,2
大飞机叫机,2
打班赛,2
吃播我看行,1
放在眼里,6
rnm退群,4
吓出国骂,2
铁甲小宝,2
16万,6
不用不用,5
三鲜汤吧,5
是指站长,4
月考考好,5
十多分钟,2
不是人吃的,5
钓鱼打牌赛鸟,2
亲个鬼,4
这是青苔啊,5
塔那你肯定,2
聊玩过,2
奥特之舅,1
三体游戏绝了,1
新中式风格,4
冬眠的蛇要,5
都画的很好看,2
艾AA,1
这纳尔,2
波喔喔哇,2
气饱了1,5
这是憋着害谁,3
反射弧过长,4
好的大伟哥,4
Dlighting,3
原来是白嫖,4
转硬币一样,3
把车放上去,2
还真的有矿,4
苏子叶巨好吃,5
嫖四朗,1
拉莲宝,2
这位更是,2
加个伤逝无敌,2
都怪高通,3
哈哈哈懵住,2
开心爱你,5
Yeah,6
甘肃人在此,5
腌萝卜bai,5
衔接好流畅,2
痛苦表情,5
天竺旧事,5
算法又改进了,3
大酒店,6
山田孝之,3
深渊大乱斗,4
做安卓,3
你TM,2
骂人呢咋还,5
草率了,5
iphone170g,3
绿剑要满精了,2
你也背想活着,2
重金属超标吗,4
一体式,5
我在上厕所呢,4
五馬分屍,4
比苹果自由,3
弹幕好卡,2
建议三亚学学,5
配音哈哈哈哈,5
小柯南,2
举报doge,4
摩托牛逼,3
木孃木孃,5
过于嚣张,4
紫睛鹏王,2
人造花,2
迪亚波罗不是,4
K8教练机,3
赞了做吧,5
湖南话哦,3
亚玛黛,4
我是真的可以,4
tolittlecooljustcool,5
嗨黄圣雅,2
排泄区up主,4
jump,2
娃哈哈打钱,5
心理学博士后,4
这地也行,4
清得动,2
电脑砖家,3
水不来,5
危红色危,2
紫光牛逼,3
Uno,2
我真懂了,4
街脚王,2
我念凯,2
夹层玻璃,4
张三张四张无,4
商品机大展览,3
真选不出来了,3
大杀器,2
别吵了看视频,4
烫伤牛排,5
噫好我中了,2
注意BGM,2
天天填表,4
尼玛戒过毒,2
无惨玩尼玛,1
观赏鱼真好看,1
056秒,2
肉鸡发条的神,2
兽头买就是了,4
伸缩运动,2
动静结合妙啊,5
缓存先,1
中间商,6
神他妈城中央,4
四级加油,5
好像秃了,4
ghost,1
蒜了吧,5
胖欧布,1
神特么29,2
四季春值得,5
心理素质,6
专四必,5
崩三扯,2
去年毁了,2
猝晃及枪,4
贴图荣耀,2
老板好懂,5
RadSUS,2
天大的误会,4
心比伤,4
没胖没胖,5
乔一波衣,1
圆梦了,6
不是辣椒找鸡,5
暂停回放,4
猜出来,6
开透视是吧,5
121212,6
千千问,4
谢谢才分手,4
优点是美色,4
感觉好甜啊,5
绝对进,2
GTA6,6
夫妻同命,4
好像鱿鱼片啊,5
可是他亲我哎,2
内涵我们,2
已经芭比Q了,2
太少了吧,5
好像去吃,5
墙上的是马圣,2
求包养,2
给爷出,2
清淡的定义,5
一波盲,3
雪王圣代,5
gtav5,2
没有落空,4
这得加钱啊,4
霸州一中,2
早餐是啥,5
营业厅,3
拿个小米9,5
roll出,2
Sofunny,2
救命我好羡慕,4
紧跟时事热点,2
新冰队,2
郭浩在颤抖,4
第二个玩过,2
肌肉是假的啦,4
jolo,4
笑到吐血,2
右上有美女,5
硬核拽走,1
不行不行,4
那是鹅辣,5
双汇玉米肠,5
没翻车差评,5
直播鬼才,2
好温馨的感觉,1
你们怎么知道,2
萌新小白,3
鬼畜走起,5
正宗牛肉泡面,5
辛辣添色,1
魔碎法,4
柳代餐,1
别想太多,2
阿里涮,5
林皇手势好吗,5
家长会,4
养肥弹幕再来,5
撒啦啦撒米米,2
奶够翘,2
傲娇小拇指,5
396W了,2
社长刀了,1
你怎么就招了,2
刚吃完来吧,2
太巴适,5
meteor360,2
主要是没钱,2
来试试刀吧,5
CHINESENEWYEAR,5
咋都走了,2
有点紧张,1
Jay,6
看着像塑料,1
我先啃,5
门也不关,2
久违阴乐,2
盲猜老匹,2
董事长的产业,5
Dilemma,4
勇利会,1
booooer,2
G9S5,3
有深意啊,5
Sendbrainonly,1
剪辑师我可以,5
不巧了,1
ZUI,3
老奶奶脱骨,5
婆婆也很好,5
25341,3
略微惊悚,5
这瓜保熟,5
亚索看好了,2
太原报名,4
那还真不少,4
黄瓜崽子这是,5
做鱼胶,4
BLG,2
cuckold,5
好早耶,4
日更了吗,4
不read,1
shuo,2
巴萨car,2
你们是真滴快,5
这种能吃吗,4
对啊是歧视,2
输电线,3
有被帅到,6
老无所依,2
我好馋幻姐姐,2
lucas,2
拳王手吃,5
有谱面,2
helo,2
13杀疯了,3
星弦咕噜咕噜,1
我来见证,1
鼻子逐渐扭曲,5
冬眠者复苏,1
prprprprprprppr,1
刚才还是25,3
神里厨暴怒,2
分解者,2
那不赞了,5
汽笛声,1
这水头不错,4
开始笑了,6
蓝鲸呢,4
夕立超强,5
社交nb症,4
空间魔法确信,1
梦回杜王町,2
它能飞吗,4
杰克逊,6
坐等37W,2
数字图像处理,3
丸子与银河龙,3
ViVi,3
帅小孩,5
做橘灯,5
奥运冠军,6
黄条断,2
回味很苦,5
围点打援,2
真好看啊,6
还蛮大的,1
钓鱼吧狂喜,4
我女儿喜欢那,4
赢太多,2
莎弥拉泰,4
不怕有水蛭吗,4
又一个爹,1
克鲁鲁女王,1
三八线,3
那老芭呢,1
不高档可还行,4
玉米肠,5
六爷壮烈,1
大火炉哈哈,3
糟老头子,6
咳神要,2
没有喵喵凌雪,2
日本道歉猫,1
想吃法师,2
LOGO,6
邪神掉线,5
固件安排上,3
手拿着不烫吗,5
经典自动狙,2
拆破了,1
doom,1
一个大臂都,4
音量控诉,2
我就是用这个,3
刻俄伯,2
新手求拉走,2
说词台词,5
切菜台不错,4
败者退场,2
我可以拿走吗,2
卧得不标肿,5
我猜虾,5
没熟生的,5
炸糊过,2
S65,2
流产警告,5
美女你谁,6
是我已经饱了,5
55稀饭,5
超划算,5
百来期,4
感觉好下饭啊,2
综艺大热门,5
不我是上错了,2
前方著名景点,2
痛失韩国市场,6
真电波疗法,4
你可识得此阵,2
新疆人起立,5
大盘牛,5
居然还纹身,1
2小时还热乎,2
你来啦,5
这都有op,5
注意字幕,5
韭菜盒子,6
甘肃人报到,5
维生物,5
你怎么圆了,1
屏不香,3
干翻蓝场,3
混进去,6
哇芝麻酱,5
好流畅,6
找麻绳,3
刚才那人洗手,5
欢车欢车,5
我176个币,1
面不辣,5
入口柔用飘柔,5
正常人吗,4
听相声,6
这冷饭,2
偷工减料,6
我超乃林,2
奥王你怎么了,1
我也喜欢浪浪,5
cha3,5
看着他们受苦,2
gnls,4
指甲修的好好,5
洛天依wsj,2
疯神手办,1
再肝剁手,1
酒精块,5
素质极好,4
丧心病狂,6
信号与系统,3
出小蓝书,2
榨取剩余蔗汁,5
我开挂通关了,2
有老八,2
魈三无,2
s上岸,5
感觉像人为的,2
市场营销报道,1
银河万丈,4
都没做过,4
六边形,6
疯玛吉,3
沃言沃语,4
夏波波好有梗,5
金蝉脱壳,5
有你脸红啦,5
阴间音效1,3
川宝世界顶流,4
冷漠小狗,4
考公考,5
五块米粉1,5
谢谢你,6
怎么不转,4
RNM陌生人,4
沙县鸽子汤,5
给我看激动了,5
沙发都是坏的,4
熊大哈,2
8师傅,4
小哥哥有点帅,5
程序员我呢,5
参考系up主,1
造5试试,2
我手呢,2
这房子费车,4
怎么啥都有啊,3
这水前,4
这也不大啊,5
关一帆,1
1215,5
bgm泪目,5
房东赚了啊,4
什么接吧,4
提前投币下股,1
我还在笑,2
别歪给我双黄,2
不介绍儿子了,5
高分低能,3
这是啥软件,4
这不是地锅么,5
阿宽用,5
做手脚,5
有点像,6
我靠变态老板,2
4k144hdr1000,3
7ProYYDS,3
又不放假哎,4
9000呢,3
姊妹桥,5
假刷盖,2
出零是,2
看客是助推者,2
夕麻了,1
goingdoge,4
我也空心,5
列星安陈,2
太华丽了,1
收收味,2
首先排除c,1
怎么办好想要,4
这是姊妹桥吗,5
114514doge,5
将军踩点了,2
耶耶耶猩,2
猴子种棉花,4
刚刚诶,4
换厨子了,5
iqoo8pro,3
火爆了,1
对对对是真的,2
托马斯灵车,1
伟生间,5
你们几岁了,4
补一补,6
阿宽好友礼节,5
造出来,6
哈嘶哈,6
加鲁鲁,2
他莫斯,4
好广式啊,5
死因随地吐水,5
成华大道,4
deepdarkfantasy,3
刮痧中,2
Deadmans,2
挑战模式,2
王师傅懵了,5
我的小姨啊,2
冰狼族,2
六位数,6
好家伙这机翻,4
握的大饭团,5
快喂他,5
鳄鱼洛基,2
这也是叠加态,2
听取猿声一片,4
计算机,6
男足不配上去,3
看他们受苦,2
很鲜的,5
潜入者,2
想看日常啊,1
这个特别好吃,5
娇俏墉,4
王师傅小看人,5
多钱一平,4
顶级职业选手,1
意识上传,1
美式双标,2
漂亮掉头,2
绸散兵,2
纳垢狂喜,2
不够快,2
rx580,3
makethreebodygreatagain,1
我还在吃饭,4
都给我投币,3
哈哈哈他好懂,5
杨哥取,4
干饭人公公,5
动力系统,1
逐渐气急败坏,4
MacBookAir,3
CV太嫩了吧,1
世界泡,2
百年一更啊,2
发芽的哄,3
因为它太甜了,5
10万了,5
SLOW,2
白毛控被迷住,1
哇我爱菠萝蜜,4
k49d4c,2
幽玄之乱NB,2
在厦门好像,4
Chaoxi,1
确实是星座,2
就是这个拳套,3
真八卦,2
刚刚赶上了,2
眼镜没有了,2
猩成语,4
一零真的牛逼,2
我要买你老婆,4
我老公最爱,5
ixadoge,1
姜丝土豆丝,4
咸口的不放糖,5
一会蚂蝗吸血,4
大姨妈魔法期,4
黏液吗,5
摩托车,6
破防了草,4
卧槽灵魂穿模,1
我不嫌小啊,5
我去首页啊,2
zet,1
又是个旅长,2
哎哟哟我好晕,4
舍友没意见,4
丑鱼抢戏,5
姐就是女王,6
张zhi,4
真鸡汤,2
ATAT,4
吴恩达是很牛,3
受害者联盟,4
姜文怎么不老,3
乐土希卡利,2
老番茄,4
防弹机箱,3
这活可太活了,2
wc5000,2
明暗适应,2
1000加,6
有壁画,2
调变量,4
早就料到,3
功耗离谱,3
rest,5
哈哈哈哈xs,2
窗户开大点,4
惊破天,1
大肥扬,4
用来干,2
恍然大悟,6
一之型,6
盟詹雯婷,2
锁不锁,3
场面极度失控,4
我会朔大想化,2
自由人,1
对面夜灵溪耶,2
双汇啊,5
垃圾刘海,3
我爸只会打人,4
居此局,5
没金克丝,2
阿宽你宽了,5
icao,5
卧槽美女,2
TPC啊,1
蜜蜂吗这是,3
这世界很大,4
自助足疗,4
我的蜜桃,5
值得买,4
蟑螂小孩啊,4
女杀手,4
怦然心动,6
嗯不对劲,2
不错冲了,2
需要游戏支持,3
替身演员,4
02国家队,1
蜜蜜干,5
我都看饱了,5
安全的hin,2
淦嗻汁,4
vivivivivivivivivila,5
想要这个帽子,4
TOP0,2
小人儿啃脚,4
没门就,4
战队超人诶,2
Uki,1
全新一代火龙,3
我的狼叔,1
用菊花,2
主题升华了,6
是不是重放了,5
他是不是瘦了,4
终焉来,2
Iwanna,2
寻玉珑,5
破片炸弹20,3
社会学8告辞,2
没钱换,3
沾锅边,5
教授我悟了,4
邓稼先,1
动画np,3
装死失败,5
黑社会,6
兵锅锅,2
绿头鞋,5
有钱没处花,3
游斗vs準哥,2
真瘦啊,5
画人设,4
你熟呢,5
这不暴,4
四丘丘,3
七医院背后,5
老电锯惊魂了,2
装什么杯,5
针撅了,4
种草了这个馅,5
配音演员,6
无肠国,1
莆田人狂喜,5
艾尔莎,3
KISS,2
我去义,2
我们叫车贩子,4
有内鬼终止交,5
AMD,3
ian,5
玩过真的不错,2
早五点,4
二声茶,5
皮太厚,5
提神醒脑,4
无E烦,2
尖銳濕疣蟹,5
166了,5
帅的哈,2
金光拂晓,2
阔内诺,4
242,4
摸仙宝石,4
什么梦幻联动,2
徒留怅惘2,1
不谢不谢,2
垄断资本,3
boy我艾尼,2
虾片既视感,5
充电器,6
竞争心,5
韩国烤肉腌法,5
eva,6
4可以质疑啊,2
卧槽这剧情,1
老生常谈,1
住这里很不错,4
homo蟹,5
太认真了,5
看着办,6
还不如白嫖呢,5
买你手脚,2
悟饭有人叫我,1
家主大人正面,1
自信了就美了,4
居然是在厦门,4
端上来,5
红凯胖了啊,1
x3pro,3
火工头陀,5
鱼我裂开了,5
选吕布,2
颅顶有点高,4
肯定很好吃,5
哀民生之多艰,4
每日甜叫41,2
twich,2
这就是格局,4
云鹤M三代,3
Rnmm,4
潘帕斯牛肉,5
酸菜菜生巅峰,5
哺乳期狗子,4
sus的曲段,2
升华了,6
掉色了哈哈哈,5
带猫跑啊跑,1
BGM太然了,1
龍晨痛,2
缺乏维生素啊,5
面才点,5
萨尼铁塔,2
出毛病,5
美利坚强盗国,1
噫中了,2
听英语课,4
全自动模特,3
什么电子腊鸡,3
别介求你了,4
卧槽太值了,5
小敖想变美,4
人民币行吗,1
锯手模拟器,2
好好吃的这个,5
美洲狮,5
印度来的吧,4
期待来深圳,4
猫猫瞩目,2
草太草,1
设定真好用,2
你活的可真累,4
真实地想哭,4
蘑菇鸡串狂吃,1
耗扎古,1
太便宜了吧,5
上个月,6
钱是十一舅的,2
作恶多端,6
弹有无高能君,2
衣柜靠,2
没完了是吧,2
新疆菜粉你了,5
像画一样,3
好几二恐怖,4
喷se,2
烂命华,5
帅小伙帅小伙,5
希望的田野,5
存货啊,5
生化危机7,3
建模师立大功,1
心理暗示吧,2
这是印式旗袍,5
dio确定,2
有奶奶,4
抽卡歪了的你,1
可真低,5
替换成,2
哇我就在福州,5
高能部分开始,2
377,6
字正腔圆,6
这是真的惠,5
我们这叫小魔,2
好逼真啊,4
投六毙,4
你还不懂吗,2
小嘴儿,5
帕金森综合症,4
级任务,4
天使恶堕题材,2
长鼻象,2
正在吃饭,6
大家都中,3
弹幕不要断,2
贴合大众,2
迪迦学,1
同3000,4
几张的小菊花,5
zhhlimeiyigemx,2
没有高能别信,2
内鬼先锋,2
22一杯美式,4
明明是蔡松松,5
非常明显,6
高光压成这样,3
很核逝,4
FAQ,1
燕双鹰,6
北凝同,1
成品肯定很帅,1
大树根,2
特么的笑死了,5
虫群宿主,5
我超梦幻联动,5
不够讲究,2
这院子好棒,4
高情商发言,6
绝对是我,2
我恭喜你发财,3
换句话说,6
蹲轴轴,3
老索粉,3
未雨绸缪,2
油田是吧,4
阿罗德斯,2
妯娌好高呀,5
我也7000,2
换曲儿,4
zofia,2
物理泄气,2
摆烂弃,2
又开了,2
一波要,5
眉毛呢,5
成长的烦恼,5
法兰西,6
piupiupiu,2
大象那我走,4
热量爆棚,5
穿山甲来喽,2
doger,2
气味上头,4
吃不到好生气,5
这里太强了,2
身兼多职,2
展厅看,4
油价在涨啊,4
大洋好女婿,5
塔克版寿司,5
所以木头是鬼,2
我直接三连,6
总结懒,4
3740,2
一股克味,1
借过毒,2
纯爱之龙,2
却大受,1
Violeta,1
电脑游戏,3
第八名,5
宝藏库,5
真烟花,4
能吃是富,5
鱼我也有份,5
哎好像还可以,5
鄙视你,1
棺方授权,1
有没有高能,2
卧槽双厨狂喜,6
大块羊肉,5
暴躁的兔子,4
好像子枫妹妹,5
手圾制造商,3
璃月一番,2
全摔烂了,3
有的人,2
我爱你,6
鲜甜01,5
豁楞匀,5
dontmakemeuselegalforce,1
画面质量,3
差别太大了吧,3
買不起,1
霉苋菜梗好吃,5
马斯内,6
这叫衣鱼,4
表里世界吗,2
切嗣是,1
来一丢丢盐,5
直接创死Z,2
草好恐怖,2
草双黄,2
倒酒呢老王,5
宅男品味,3
刷碗工上线,5
来桂林开几家,4
放nm的生,5
别买安卓,3
娇里娇气,2
美辣的,5
散人谢谢你,2
虎年就是要虎,2
3999,6
传下去姐抛了,5
鬼火少年,4
床也太小了吧,4
稀有物种,4
金牛座的哭哭,2
炎孕是吧,4
在巴中,5
在熬糖吗,5
星巴克yue,4
唤醒机魂,5
ivoID,3
贫穷加怪,5
异想天天开,2
爱情买卖,3
刹开线,3
请卡密拉上台,1
这亚索,2
椰菜花,5
先下手为强,6
主都录,2
星期日,4
搞起来搞起来,4
大盘鸡,5
2027,2
爆棚了,5
品红的继承,1
我这90,5
练二头了属于,2
我吃面,2
这个游戏好强,1
王尼玛,5
索巴子,5
123bushi,1
这看着真棒啊,5
莎莎是谁说,5
这叫战术转进,1
两千块,6
猪猪梦狂喜,2
水仙花,5
大20岁,2
给他爱也是,3
说好的大餐呢,5
常伟思,1
死要见尸,5
原来你也玩,2
这是一个幻想,3
琴酒的噩梦,1
好开更啦,2
完了炼金了,4
80发歪了琴,2
一大坨老便秘,5
不算太黑,2
这个游戏酷,2
庸苦涩,5
我一口吃了它,4
19w,6
电打鱼,4
12张桃,2
满嘌龙汤,5
敲喜翻,2
我也好快乐,2
大口一点,5
遭了出不去了,2
studio,4
政教合一,4
意中人,6
令和雷欧,1
嘌呤爆炸,5
标准萌新,2
剑斗兽枪斗,4
最后说的是啥,5
有佳过,3
刷票了,5
禁闭岛,2
不就穷举吗,2
胃真好,5
方便面,6
忘川我的焯,2
一见钟情,6
补西墙,2
超夏树,2
棒棒糖,6
倒爷狂欢时间,1
卖了卖了,2
玛蒂娜生日,5
每日透视11,5
摇身一变,2
前些年,6
大史好帅,1
复制器,3
这他妈能玩,3
500,6
哥别影响心情,3
大型走私现场,5
这波要,1
ZAFT,1
老空格人了,2
真理防身术,2
大庆出海,5
kesha,2
这挂浆笑尿了,5
中型无人机,3
钢铁之魂,2
大嘴唇子,4
甜甜的豆沙包,5
琴的腿环真涩,2
去马桶,2
穷怕了其实,4
霸气外露,3
你也开摆了,2
陶瓷质感,3
有点感觉,4
极刑饭,5
海伊妹妹,1
老乡呀,5
2242,1
迷之短句,2
龙手童年回忆,2
小雷小雷小雷,2
那是纹身吗,4
没有别的路,4
帅卧槽,2
他长得很搞笑,5
弹幕应援,6
四年级,6
袭裆拳,2
接着忽悠,5
弹幕救我,2
十七号,4
高斯是妈妈,4
重头再来吧,2
庸子啃脚,4
大庆尊严,5
罗申科,4
歌对有三连,1
肚皮眼子,5
别放图,2
科技满满,1
今年要顺利呀,5
cocacola,4
逐渐袁化,3
BGM泪目,6
真有点可怜了,5
指颜艺演出,1
不吃嗟来之食,4
Hhhhhhhhhhhhhhhhh,4
千八百,6
门后高能,2
树大招风,2
真绷不住了,1
运气太不好了,5
我在拍,4
崩坏3滑稽,2
你快摇匀,5
私人五块钱,4
拥有率,4
直接冲进食堂,2
主厨的尊严,5
查资料,6
老二冻掉了,2
这弹幕都啥,5
这是烫着啦,5
大场景,2
不鬼畜一下吗,4
看不太懂抱歉,2
蝌蚪吧这是,4
你去找方芳啊,5
我一锤子下去,5
那是善堂,5
你的袜子,5
广州3块,5
看饿了呀,5
像英年早逝,4
加个盾,1
涮羊肉,6
就是现在这个,3
坏了海橘子们,5
性感手枪,4
商業互吹,5
派大星的家呢,1
爸爸妈妈,6
开始抽烟,3
班一到,2
猜一下可还行,3
前不久,6
路一修就涨了,4
8040,4
海电源,5
好严谨,1
43万,4
物理消灭是吧,2
这口罩还不换,5
诺ruo伍德,2
没凉焯,2
平白无故,6
真幸福,6
仁川人集合了,2
鞋滑花,5
为啥用英文,4
活饵料,5
我的这个镇,4
单手打碟,1
头顶白花,5
虚空驾驶,2
知道你是郭锥,4
你直接搬家吧,4
打杂啥都干,3
攀比发际线,4
seisyunda,2
build,1
玩火尿炕,4
12也是,3
老滚5点赞,1
来碗饭,5
小米吧,3
nicebike,4
紧跟时事,6
粗鄙但有用,4
福州龙乡,5
这就是GM吧,3
WTF,6
相敬如宾,4
想被你踩嘿嘿,1
洁癖王,1
这么小也要吗,5
游太早,2
彩虹桥没过过,2
Win7,3
修改器玩家,4
模拟游戏,2
玉米肠无敌,5
点错了卧槽,1
德雷斯罗萨篇,1
越多越,6
怀念铑硣子,5
瞬间移动,4
反恐精英,2
语序错了帅哥,4
up好nb,1
开始反攻,4
ing,6
九千人了,2
m每次都错过,3
纸尿裤,2
JBLyyds,3
太麻烦了吧,5
11515000,4
锡锰钾辢镑,4
福州会掉芒果,4
好我冲,2
别出去了,4
不伤手,3
ONNNN,6
提斯单,2
散老师A,2
这期很棒,4
墨守成规,1
星际争霸,6
神中神,6
伊犁人报道,5
多捞哦,3
变态区up,5
以前一块,5
就喜欢Q版,2
大马猴路过,2
第一个看完,6
定语倒置嘛,4
13w了,2
纳垢恐虐,5
参见火云邪神,5
神樱大拨,2
黄道长,2
这比喻可还行,2
r6抓鬼,2
哇升华升华了,4
我也要去买,1
感觉很好吃,5
大鹅的笑声,4
还有玛卡巴卡,4
基努绿维斯,2
工具人,6
老六快乐曲,4
输了萝卜,4
文案好强啊,5
真就胡萝卜蹲,3
大师级,6
确实是五角星,2
权当是馍来了,5
呐呐呐唱,2
修女修女,2
让他洽,5
12min,1
风之女神,1
好妖娆的海星,5
瓦尼塔斯幻听,1
神子大人oo,1
哈哈哈对哒,1
里约热内卢,2
电磁炮,6
wk电话坏了,2
鬼哭狼嚎的笑,2
初音未来,2
梅西你礼貌吗,4
挨个一票否决,1
三体牌,1
对标苹果,3
画的好好,6
手太稳,5
这是内向,3
老八后遗症,5
alielie,2
窗很小气,4
墉感叹,4
每次翻车救命,4
K40香爆了,3
笑不活,4
小米饭,5
缺钱拍电影了,3
时代广场,5
我爱柠檬红茶,5
可以降落,3
do硬币,1
图个啥,4
shark,2
我漕o,3
卧槽动态遗像,4
凉一凉,5
犯罪心理,2
三万人,6
啥小黑大,2
操盘了,2
糍糕特别好吃,5
修理工,2
苯并芘,5
天哪好华丽啊,2
格里菲,1
吃饱喝饱了,2
真实了哈哈,4
舍不得吃了,5
一口一百块,5
噶哈哈哈哈,5
不放豆,5
相亲对象呢,5
戒过毒,2
找X5破,3
冷饭大师,2
晚餐升华,5
全员猫奴,2
我喜欢电线杆,4
躲猫猫,6
小心女人,2
出现了腋毛,4
多吃粗粮好哇,5
这孩子嘴急,5
我的噩梦,2
波兰哪有波兰,2
密斯卡慕斯卡,4
hahahahahhaha,4
安德生,2
趴耳狐,1
笑拉了,6
不服来战,5
舒服惹i,2
新概念内向,3
冤种果,5
妈妈救命,4
王不来,2
有机树脂,4
存钱罐,4
我不吃有味儿,5
Mini6,3
安思瑶,4
天呐太复杂了,5
9311,5
水纹太恶心了,1
卧槽朱元璋,5
坐等跳水,3
嚯起的够早,5
啊普通人,2
卧槽疯狂致敬,2
折戟沉沙,5
奥利奥里奥,1
火速赶来,6
好多铃木啊,4
重甲弱,2
138块呢,2
继续顶上热门,2
英音怪,2
有点烫嘴,5
草老熟人,1
艾斯入,1
花也长很好,4
怀民亦未寝,6
超梦牛,2
夏梦干,2
青木瓜好吃,4
伏井桑,1
153dosomi,5
厚美德人真好,5
这太捞,2
还有农忙假,4
必投币好吧,5
长江大桥,2
我依然爱胡桃,2
虾夷是北海道,5
袜学到了,2
登炸弯儿,5
公子想象画面,2
热量原子弹,5
加点油,4
首拿把掐,5
印度咖喱角,5
光明顶,6
不够咸没有劲,5
bi9,2
逐渐上头,6
下一个目标,4
韩小沐狂喜,1
特勤队,2
前列腺,6
看起来很高端,4
Hhhhhhhhhhhh,6
感谢sc,2
这个巨难吃,5
谢谢楼上兄弟,1
鬼晓得,4
拉车头啊,2
呀呀呀好圆呐,5
中国风电,3
你跟我老婆说,4
牛哥上勾拳,2
302,6
就是绿茶,5
金刚狼,1
带情绪了哈哈,5
落个屁飞车,4
谁越塔谁死,2
我吃完饭了,2
黄键哈哈哈,2
浪浪真好看,5
只能A一下,5
杭州叫油墩儿,5
就是就是就是,2
马上就上了,2
辣椒酱,5
可以这个,4
皇帝的门,4
ND不能少啊,3
售楼处,5
想吃面,4
我去试一下,5
阿萨姆奶茶,5
不对劲快跑,6
吗VS呢,4
焯我的鱼人,2
75吧,2
这就是原翻译,1
replay,3
好甜aa,4
0044,1
GH声音抖了,4
深田苍井水咲,4
月永雷月永雷,2
攻打白宫,2
倒爷限定,1
古寺玄武即答,2
这有推理吗,1
大义灭亲,6
還是臉毀了,2
攻击啥,4
夹香烟啊,4
比邻而居,5
两米八好家伙,5
路上车,4
校园暴力啊,2
带凌波了是吧,2
风林月影开,4
没什么,6
抖音泛滥警告,3
没吃过吹过,5
吹起来,6
这么能吃啊,5
还原气泡,4
deko,3
这应该叫热熔,4
到底买谁啊,2
尾巴很好吃的,5
啊我是卿,1
满命直接3,2
七块我靠,5
234626W,2
是我生日欸,4
啥都赛博朋克,4
